,hotel_name,price,rating,distance_from_center,acc_type,city,date_in,date_out,day_in,day_out
15,Christine Apartment close to the Buda Castle,644.3952,9.6,1.95,Apartment,Budapest,2025-07-11,2025-07-20,Jueves,Sabado
16,RES City Residence Hotel Budapest,734.348571428571,8.2,1.65,Hotel,Budapest,2025-07-11,2025-07-20,Jueves,Sabado
17,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-11,2025-07-20,Jueves,Sabado
18,SípSix Apartment - 2 bedroom flat in the heart of Budapest,989.947217391305,9.5,0.50,Apartment,Budapest,2025-07-11,2025-07-20,Jueves,Sabado
19,DobStreet Dream Apartment,524.386146788991,6.1,0.30,Apartment,Budapest,2025-07-11,2025-07-20,Jueves,Sabado
0,"Raday street, spacious, modern apartment",688.018260869565,9.0,1.35,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
1,NH Collection Budapest City Center,964.535809523809,8.8,1.25,Hotel,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
2,Twenty2 Apartment,779.1744,9.6,0.55,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
3,Carlton Hotel Buda Castle,1005.66514285714,8.7,1.30,Hotel,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
4,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
5,Impulso Fashion Hotel,959.511428571429,8.5,1.75,Hotel,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
6,Pinball Apartment,587.0944,7.9,1.00,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
7,Budapest Rooms Bed and Breakfast,972.0,8.3,0.85,Guest house,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
8,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
9,Tempo Life Apartman,619.45,8.4,1.05,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
10,ibis Budapest Castle Hill,590.998,8.5,2.20,Hotel,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
11,SípSix Apartment - 2 bedroom flat in the heart of Budapest,966.995739130435,9.5,0.50,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
12,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
13,Corvin City Apartment by NW,617.6616,9.2,1.65,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
14,Hampton By Hilton Budapest City Centre,1190.9449,8.9,0.80,Hotel,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
15,Christine Apartment close to the Buda Castle,648.7008,9.6,1.95,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
16,Corvin Plaza Apartments & Suites,784.094095238095,8.4,1.55,Aparthotel,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
17,Budapest Magic Blue in Downtown,711.953913043478,9.7,0.90,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
18,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
19,Diamond Home Apartment - City Center,770.2,8.8,0.70,Apartment,Budapest,2025-07-12,2025-07-21,Viernes,Domingo
0,Danubius Hotel Astoria City Center,1117.87,8.0,0.50,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
1,ibis Budapest Castle Hill,585.973619047619,8.5,2.20,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
2,SípSix Apartment - 2 bedroom flat in the heart of Budapest,935.331391304348,9.5,0.50,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
3,NH Collection Budapest City Center,964.535809523809,8.8,1.25,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
4,Twenty2 Apartment,774.8688,9.6,0.55,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
5,Hidden Gem 1 BR next to OPERA,597.624,8.6,1.00,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
6,Christine Apartment close to the Buda Castle,653.0064,9.6,1.95,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
7,Corvin Plaza Apartments & Suites,773.588571428572,8.4,1.55,Aparthotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
8,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
9,Impulso Fashion Hotel,938.022857142857,8.5,1.75,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
10,Carlton Hotel Buda Castle,989.335904761905,8.7,1.30,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
11,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
12,Hampton By Hilton Budapest City Centre,1187.7948,8.9,0.80,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
13,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
14,RES City Residence Hotel Budapest,706.32,8.2,1.65,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
15,IntercityHotel Budapest,1041.3,8.9,1.95,Hotel,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
16,The Rose Garden Apartments,1019.71276190476,8.9,1.55,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
17,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
18,Tabán Art Appartmann,856.8,9.5,1.35,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
19,Pinball Apartment,583.704,7.9,1.00,Apartment,Budapest,2025-07-13,2025-07-22,Sabado,Lunes
0,ibis Budapest Castle Hill,590.998,8.5,2.20,Hotel,Budapest,2025-07-14,2025-07-23,Domingo,Martes
1,Christine Apartment close to the Buda Castle,648.7008,9.6,1.95,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
2,Twenty2 Apartment,774.8688,9.6,0.55,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
3,Hidden Gem 1 BR next to OPERA,597.624,8.6,1.00,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
4,Hampton By Hilton Budapest City Centre,1176.7095,8.9,0.80,Hotel,Budapest,2025-07-14,2025-07-23,Domingo,Martes
5,SípSix Apartment - 2 bedroom flat in the heart of Budapest,935.331391304348,9.5,0.50,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
6,Impulso Fashion Hotel,938.022857142857,8.5,1.75,Hotel,Budapest,2025-07-14,2025-07-23,Domingo,Martes
7,NH Collection Budapest City Center,964.535809523809,8.8,1.25,Hotel,Budapest,2025-07-14,2025-07-23,Domingo,Martes
8,Elizabeth square apartment,712.447826086957,,0.40,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
9,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
10,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
11,All In Apartman II.,646.764,9.4,0.55,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
12,Carlton Hotel Buda Castle,994.495238095238,8.7,1.30,Hotel,Budapest,2025-07-14,2025-07-23,Domingo,Martes
13,Corvin Plaza Apartments & Suites,773.588571428572,8.4,1.55,Aparthotel,Budapest,2025-07-14,2025-07-23,Domingo,Martes
14,Pinball Apartment,587.0944,7.9,1.00,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
15,Corvin City Apartment by NW,613.772,9.2,1.65,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
16,Tabán Art Appartmann,849.15,9.5,1.35,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
17,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-14,2025-07-23,Domingo,Martes
18,Budapest Magic Blue in Downtown,707.97,9.7,0.90,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
19,Quiet & Central stylish apt With Patio,593.054260869565,8.7,1.20,Apartment,Budapest,2025-07-14,2025-07-23,Domingo,Martes
0,ibis Budapest Castle Hill,596.873619047619,8.5,2.20,Hotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
1,Twenty2 Apartment,774.8688,9.6,0.55,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
2,Super Central - Quiet Sleep,644.0,8.9,0.45,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
3,Hidden Gem 1 BR next to OPERA,597.624,8.6,1.00,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
4,Hampton By Hilton Budapest City Centre,1180.1539,8.9,0.80,Hotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
5,Impulso Fashion Hotel,938.022857142857,8.5,1.75,Hotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
6,NH Collection Budapest City Center,964.535809523809,8.8,1.25,Hotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
7,SípSix Apartment - 2 bedroom flat in the heart of Budapest,949.580347826087,9.5,0.50,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
8,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
9,Elizabeth square apartment,712.447826086957,,0.40,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
10,All In Apartman II.,646.764,9.4,0.55,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
11,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
12,Carlton Hotel Buda Castle,994.495238095238,8.7,1.30,Hotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
13,Corvin City Apartment by NW,613.772,9.2,1.65,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
14,Corvin Plaza Apartments & Suites,765.94819047619,8.4,1.55,Aparthotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
15,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
16,Budapest Magic Blue in Downtown,707.97,9.7,0.90,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
17,Quiet & Central stylish apt With Patio,593.054260869565,8.7,1.20,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
18,Tabán Art Appartmann,849.15,9.5,1.35,Apartment,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
19,IntercityHotel Budapest,1044.9,8.9,1.95,Hotel,Budapest,2025-07-15,2025-07-24,Lunes,Miercoles
0,Apartment 43,765.0,9.9,1.70,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
1,Hampton By Hilton Budapest City Centre,1191.0975,8.9,0.80,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
2,Super Central - Quiet Sleep,664.0,8.9,0.45,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
3,NH Collection Budapest City Center,964.535809523809,8.8,1.25,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
4,Twenty2 Apartment,774.8688,9.6,0.55,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
5,Impulso Fashion Hotel,938.022857142857,8.5,1.75,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
6,Elizabeth square apartment,712.447826086957,,0.40,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
7,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
8,All In Apartman II.,646.764,9.4,0.55,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
9,Carlton Hotel Buda Castle,994.495238095238,8.7,1.30,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
10,Corvin Plaza Apartments & Suites,758.30780952381,8.4,1.55,Aparthotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
11,Corvin City Apartment by NW,614.3336,9.2,1.65,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
12,IntercityHotel Budapest,1044.9,8.9,1.95,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
13,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
14,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
15,RES City Residence Hotel Budapest,715.662857142857,8.2,1.65,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
16,Budapest Magic Blue in Downtown,708.539130434783,9.7,0.90,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
17,Danubius Hotel Hungaria City Center,773.28,7.7,1.75,Hotel,Budapest,2025-07-16,2025-07-25,Martes,Jueves
18,Budapest Griffin Guest House,737.35,8.1,0.95,Guest house,Budapest,2025-07-16,2025-07-25,Martes,Jueves
19,Tabán Art Appartmann,849.15,9.5,1.35,Apartment,Budapest,2025-07-16,2025-07-25,Martes,Jueves
0,ibis Budapest Castle Hill,596.863238095238,8.5,2.20,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
1,Apartment 43,765.0,9.9,1.70,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
2,Budapest Marriott Hotel,2099.34,8.8,0.60,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
3,Elizabeth square apartment,712.447826086957,,0.40,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
4,Twenty2 Apartment,779.1744,9.6,0.55,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
5,IntercityHotel Budapest,1026.9,8.9,1.95,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
6,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
7,Corvin Plaza Apartments & Suites,761.172952380952,8.4,1.55,Aparthotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
8,Carlton Hotel Buda Castle,1010.82447619048,8.7,1.30,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
9,Super Central - Quiet Sleep,687.0,8.9,0.45,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
10,RES City Residence Hotel Budapest,725.005714285714,8.2,1.65,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
11,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
12,Impulso Fashion Hotel,959.511428571429,8.5,1.75,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
13,Corvin City Apartment by NW,617.1104,9.2,1.65,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
14,DobStreet Dream Apartment,524.386146788991,6.1,0.30,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
15,All In Apartman II.,646.764,9.4,0.55,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
16,Budapest Griffin Guest House,737.35,8.1,0.95,Guest house,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
17,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
18,The Rose Garden Apartments,1058.39219047619,8.9,1.55,Apartment,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
19,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-07-17,2025-07-26,Miercoles,Viernes
0,Elizabeth square apartment,712.447826086957,,0.40,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
1,Chic and Very Central,935.42,9.5,0.25,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
2,Hampton By Hilton Budapest City Centre,1209.5076,8.9,0.80,Hotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
3,"Raday street, spacious, modern apartment",688.018260869565,9.0,1.35,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
4,ibis Budapest Castle Hill,590.987619047619,8.5,2.20,Hotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
5,IntercityHotel Budapest,1030.5,8.9,1.95,Hotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
6,Twenty2 Apartment,783.48,9.6,0.55,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
7,Impulso Fashion Hotel,981.0,8.5,1.75,Hotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
8,Carlton Hotel Buda Castle,1027.15371428571,8.7,1.30,Hotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
9,Super Central - Quiet Sleep,698.0,8.9,0.45,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
10,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
11,Corvin Plaza Apartments & Suites,764.038095238095,8.4,1.55,Aparthotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
12,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
13,DobStreet Dream Apartment,524.386146788991,6.1,0.30,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
14,Raday Bobo,731.952,9.3,1.50,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
15,RES City Residence Hotel Budapest,734.348571428571,8.2,1.65,Hotel,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
16,Budapest Magic Blue in Downtown,714.809913043478,9.7,0.90,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
17,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
18,Budapest Griffin Guest House,737.35,8.1,0.95,Guest house,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
19,SípSix Apartment - 2 bedroom flat in the heart of Budapest,989.947217391305,9.5,0.50,Apartment,Budapest,2025-07-18,2025-07-27,Jueves,Sabado
0,ibis Budapest Castle Hill,574.222380952381,8.5,2.20,Hotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
1,Stylish and Spacious ! Central location Kazincy Netflix,807.624,8.9,0.55,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
2,NH Collection Budapest City Center,964.535809523809,8.8,1.25,Hotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
3,Carlton Hotel Buda Castle,1005.66514285714,8.7,1.30,Hotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
4,Twenty2 Apartment,779.1744,9.6,0.55,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
5,Super Central - Quiet Sleep,689.0,8.9,0.45,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
6,"Raday street, spacious, modern apartment",688.018260869565,9.0,1.35,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
7,Budapest Rooms Bed and Breakfast,972.0,8.3,0.85,Guest house,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
8,Agorà Apartment,1010.48,9.4,0.65,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
9,Hampton By Hilton Budapest City Centre,1210.7175,8.9,0.80,Hotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
10,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
11,Corvin Plaza Apartments & Suites,753.532571428571,8.4,1.55,Aparthotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
12,IntercityHotel Budapest,1016.1,8.9,1.95,Hotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
13,Budapest Magic Blue in Downtown,711.953913043478,9.7,0.90,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
14,SípSix Apartment - 2 bedroom flat in the heart of Budapest,966.995739130435,9.5,0.50,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
15,Budapest Griffin Guest House,702.24,8.1,0.95,Guest house,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
16,Diamond Home Apartment - City Center,770.2,8.8,0.70,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
17,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
18,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
19,Eszter's cozy apartment,672.909565217391,8.7,0.85,Apartment,Budapest,2025-07-19,2025-07-28,Viernes,Domingo
0,Chic and Very Central,890.71,9.5,0.25,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
1,Corvin Plaza Apartments & Suites,743.027047619048,8.4,1.55,Aparthotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
2,NH Collection Budapest City Center,959.075428571429,8.8,1.25,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
3,Budapest Griffin Guest House,667.13,8.1,0.95,Guest house,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
4,Impulso Fashion Hotel,917.468571428572,8.5,1.75,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
5,Twenty2 Apartment,774.8688,9.6,0.55,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
6,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
7,Carlton Hotel Buda Castle,989.335904761905,8.7,1.30,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
8,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
9,RES City Residence Hotel Budapest,706.32,8.2,1.65,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
10,Prince Apartments,788.07,8.6,1.60,Aparthotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
11,IntercityHotel Budapest,1037.7,8.9,1.95,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
12,Tabán Art Appartmann,856.8,9.5,1.35,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
13,The Rose Garden Apartments,1066.13638095238,8.9,1.55,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
14,Stylish and Spacious ! Central location Kazincy Netflix,793.054260869565,8.9,0.55,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
15,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
16,Hampton By Hilton Budapest City Centre,1222.1625,8.9,0.80,Hotel,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
17,Bright 2BR&AC apt at Astoria,1104.46,9.3,0.45,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
18,Super Central - Quiet Sleep,676.0,8.9,0.45,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
19,Maple Tree Budget Apartments,964.598095238095,8.1,1.60,Apartment,Budapest,2025-07-20,2025-07-29,Sabado,Lunes
0,Twenty2 Apartment,774.8688,9.6,0.55,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
1,Impulso Fashion Hotel,917.468571428572,8.5,1.75,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
2,Super Central - Quiet Sleep,663.0,8.9,0.45,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
3,NH Collection Budapest City Center,959.075428571429,8.8,1.25,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
4,Budapest Marriott Hotel,2099.34,8.8,0.60,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
5,Elizabeth square apartment,712.447826086957,,0.40,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
6,Corvin Plaza Apartments & Suites,743.027047619048,8.4,1.55,Aparthotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
7,White Rose apartment,464.18,8.4,1.65,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
8,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
9,All In Apartman II.,646.764,9.4,0.55,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
10,Carlton Hotel Buda Castle,994.495238095238,8.7,1.30,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
11,Tabán Art Appartmann,849.15,9.5,1.35,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
12,Hampton By Hilton Budapest City Centre,1226.9585,8.9,0.80,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
13,RES City Residence Hotel Budapest,710.991428571429,8.2,1.65,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
14,Quiet & Central stylish apt With Patio,593.054260869565,8.7,1.20,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
15,Novak Apartment,921.06,9.6,1.10,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
16,Budapest Magic Blue in Downtown,707.97,9.7,0.90,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
17,Bright 2BR&AC apt at Astoria,1082.1,9.3,0.45,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
18,Pinball Apartment,620.9672,7.9,1.00,Apartment,Budapest,2025-07-21,2025-07-30,Domingo,Martes
19,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-07-21,2025-07-30,Domingo,Martes
0,Budapest Griffin Guest House,652.08,8.1,0.95,Guest house,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
1,Corvin Plaza Apartments & Suites,743.027047619048,8.4,1.55,Aparthotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
2,Hotel Moments Budapest by Continental Group,1608.51819047619,9.4,0.40,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
3,All In Apartman II.,646.764,9.4,0.55,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
4,Super Central - Quiet Sleep,684.0,8.9,0.45,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
5,Tabán Art Appartmann,849.15,9.5,1.35,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
6,Budapest Magic Blue in Downtown,707.97,9.7,0.90,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
7,Medos Hotel,976.21,8.3,1.00,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
8,NH Collection Budapest City Center,981.913523809524,8.8,1.25,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
9,Hotel Oktogon Haggenmacher by Continental Group,1354.62085714286,9.2,1.15,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
10,RothApartments'STUDIO,560.994086956522,8.5,1.00,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
11,DobStreet Dream Apartment,524.386146788991,6.1,0.30,Apartment,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
12,Carlton Hotel Buda Castle,1016.83504761905,8.7,1.30,Hotel,Budapest,2025-07-22,2025-07-31,Lunes,Miercoles
